edge_id,node_a,node_b,similarity
338,874,968,0.062500
339,68,1230,0.157895
340,68,1364,0.000000
341,1230,1364,0.842105
342,68,1690,0.066667
343,68,1702,0.400000
344,1690,1702,0.533333
345,69,478,0.066667
346,69,1784,0.866667
347,478,1784,0.066667
348,69,809,0.500000
349,69,1196,0.285714
350,809,1196,0.214286
351,71,523,0.000000
352,71,822,0.400000
353,523,822,0.538462
354,71,560,0.105263
355,71,977,0.000000
356,560,977,0.894737
357,71,661,0.307692
358,71,960,0.538462
359,661,960,0.153846
360,71,1307,0.235294
361,822,1307,0.411765
362,71,1366,0.357143
363,71,1539,0.142857
364,1366,1539,0.500000
365,72,650,0.142857
366,72,1346,0.357143
367,650,1346,0.500000
368,72,927,0.888889
369,72,1235,0.055556
370,927,1235,0.055556
371,73,518,0.461538
372,73,738,0.000000
373,518,738,0.538462
374,74,387,0.388889
375,74,1602,0.055556
376,387,1602,0.555556
377,74,407,0.000000
378,74,686,0.000000
379,407,686,1.000000
380,74,566,0.187500
381,74,1697,0.562500
382,566,1697,0.250000
383,74,908,0.909091
384,74,1629,0.000000
385,908,1629,0.090909
386,75,457,0.384615
387,75,536,0.153846
388,457,536,0.461538
389,75,1027,0.200000
390,75,1766,0.266667
391,1027,1766,0.533333
392,75,1294,0.111111
393,75,1643,0.444444
394,1294,1643,0.444444
395,76,891,0.642857
396,76,1244,0.214286
397,891,1244,0.142857
398,77,1080,0.055556
399,77,1282,0.000000
400,1080,1282,0.944444
401,78,1355,0.266667
402,78,1784,0.733333
403,1355,1784,0.000000
404,79,211,0.000000
405,79,1846,0.846154
406,211,1846,0.153846
407,79,937,0.062500
408,79,1181,0.437500
409,937,1181,0.500000
410,80,94,0.571429
411,80,1403,0.285714
412,94,1403,0.142857
413,81,109,0.333333
414,81,271,0.166667
415,109,271,0.500000
416,81,246,0.000000
417,81,328,0.187500
418,246,328,0.812500
419,81,1047,0.210526
420,81,1288,0.526316
421,1047,1288,0.263158
422,82,405,0.384615
423,82,1562,0.000000
424,405,1562,0.615385
425,82,423,0.235294
426,82,1186,0.470588
427,423,1186,0.294118
428,82,897,0.375000
429,82,1653,0.187500
430,897,1653,0.437500
431,83,130,0.285714
432,83,720,0.142857
433,130,720,0.571429
434,83,846,0.428571
435,83,1457,0.071429
436,846,1457,0.500000
437,83,1492,0.411765
438,83,1526,0.235294
439,1492,1526,0.352941
440,83,1751,0.142857
441,83,1840,0.000000
442,1751,1840,0.857143
443,84,146,0.277778
444,84,347,0.000000
445,146,347,0.722222
446,84,809,0.882353
447,84,1450,0.058824
448,809,1450,0.058824
449,86,1201,0.733333
450,86,1472,0.133333
451,1201,1472,0.133333
452,87,166,0.285714
453,87,466,0.000000
454,166,466,0.714286
455,88,503,0.750000
456,88,1725,0.250000
457,503,1725,0.000000
458,90,494,0.142857
459,90,686,0.642857
460,494,686,0.214286
461,90,522,0.000000
462,90,1601,0.117647
463,522,1601,0.882353
464,90,1299,0.117647
465,90,1563,0.058824
466,1299,1563,0.823529
467,91,181,0.200000
468,91,1720,0.133333
469,181,1720,0.666667
470,91,546,0.285714
471,91,1465,0.428571
472,546,1465,0.285714
473,92,1108,0.133333
474,92,1242,0.733333
475,1108,1242,0.133333
476,93,1228,0.000000
477,93,1320,0.916667
478,1228,1320,0.083333
479,94,592,0.076923
480,94,1367,0.384615
481,592,1367,0.538462
482,94,1008,0.285714
483,94,1651,0.071429
484,1008,1651,0.642857
485,95,863,0.294118
486,95,1316,0.176471
487,863,1316,0.529412
488,96,186,0.157895
489,96,1527,0.578947
490,186,1527,0.263158
491,96,936,0.384615
492,96,1216,0.076923
493,936,1216,0.538462
494,97,437,0.000000
495,97,1519,0.333333
496,437,1519,0.666667
497,100,353,0.166667
498,100,412,0.777778
499,353,412,0.055556
500,101,1450,0.100000
501,101,1666,0.900000
502,1450,1666,0.000000
503,103,230,0.631579
504,103,1063,0.210526
505,230,1063,0.157895
506,105,638,1.000000
507,105,1689,0.000000
508,638,1689,0.000000
509,106,248,0.235294
510,106,908,0.000000
511,248,908,0.764706
512,106,502,0.000000
513,106,1781,0.400000
514,502,1781,0.600000
515,106,649,0.058824
516,106,1681,0.235294
517,649,1681,0.705882
518,107,529,0.000000
519,107,943,0.823529
520,529,943,0.176471
521,108,1082,0.357143
522,108,1377,0.571429
523,1082,1377,0.071429
524,109,380,0.357143
525,109,893,0.357143
526,380,893,0.285714
527,109,912,0.444444
528,109,1385,0.444444
529,912,1385,0.111111
530,110,495,0.333333
531,110,594,0.611111
532,495,594,0.055556
533,111,1206,0.066667
534,111,1788,0.133333
535,1206,1788,0.800000
536,112,618,0.357143
537,112,1247,0.285714
538,618,1247,0.357143
539,112,1190,0.235294
540,112,1625,0.294118
541,1190,1625,0.470588
542,113,285,0.000000
543,113,1082,0.181818
544,285,1082,0.818182
545,113,1245,0.538462
546,113,1538,0.076923
547,1245,1538,0.384615
548,114,507,0.000000
549,114,1183,0.833333
550,507,1183,0.166667
551,115,725,0.000000
552,115,1091,1.000000
553,725,1091,0.000000
554,116,460,0.200000
555,116,587,0.600000
556,460,587,0.200000
557,117,172,0.600000
558,117,734,0.066667
559,172,734,0.333333
560,117,587,0.062500
561,117,685,0.125000
562,587,685,0.812500
563,118,617,0.250000
564,118,1722,0.750000
565,617,1722,0.000000
566,119,358,0.571429
567,119,626,0.357143
568,358,626,0.071429
569,120,1528,0.000000
570,120,1818,0.941176
571,1528,1818,0.058824
572,121,208,0.315789
573,121,835,0.368421
574,208,835,0.315789
575,123,554,0.166667
576,123,1393,0.166667
577,554,1393,0.666667
578,123,628,0.562500
579,123,904,0.250000
580,628,904,0.187500
581,124,137,0.800000
582,124,1564,0.066667
583,137,1564,0.133333
584,125,167,0.875000
585,125,1496,0.125000
586,167,1496,0.000000
587,125,674,0.066667
588,125,1574,0.733333
589,674,1574,0.200000
590,125,854,0.333333
591,125,1381,0.266667
592,854,1381,0.400000
593,125,859,0.500000
594,125,1265,0.111111
595,859,1265,0.388889
596,125,937,0.000000
597,125,1831,0.000000
598,937,1831,1.000000
599,126,212,0.235294
600,126,1546,0.647059
601,212,1546,0.117647
602,126,465,0.461538
603,126,1031,0.153846
604,465,1031,0.384615
605,127,733,0.062500
606,127,1106,0.250000
607,733,1106,0.687500
608,127,816,0.333333
609,127,1179,0.583333
610,816,1179,0.083333
611,129,201,0.266667
612,129,623,0.733333
613,201,623,0.000000
614,129,1180,0.533333
615,129,1575,0.133333
616,1180,1575,0.333333
617,129,1765,0.785714
618,129,1800,0.142857
619,1765,1800,0.071429
620,130,1065,0.428571
621,130,1254,0.214286
622,1065,1254,0.357143
623,132,957,0.058824
624,132,1343,0.294118
625,957,1343,0.647059
626,133,506,0.000000
627,133,1608,0.133333
628,506,1608,0.866667
629,133,666,0.461538
630,133,1738,0.076923
631,666,1738,0.461538
632,134,161,0.625000
633,134,643,0.000000
634,161,643,0.375000
635,134,221,0.105263
636,134,1390,0.000000
637,221,1390,0.894737
638,134,489,0.000000
639,134,868,0.000000
640,489,868,1.000000
641,134,533,0.058824
642,134,814,0.000000
643,533,814,0.941176
644,134,865,0.222222
645,134,1030,0.055556
646,865,1030,0.722222
647,134,1177,0.000000
648,134,1179,0.047619
649,1177,1179,0.952381
650,135,238,0.875000
651,135,1218,0.125000
652,238,1218,0.000000
653,135,520,0.111111
654,135,542,0.277778
655,520,542,0.611111
656,138,145,0.666667
657,138,644,0.000000
658,145,644,0.333333
659,138,299,0.600000
660,138,1610,0.350000
661,299,1610,0.050000
662,138,374,0.923077
663,138,982,0.000000
664,374,982,0.076923
665,138,810,0.066667
666,138,1381,0.866667
667,810,1381,0.066667
668,138,1044,0.888889
669,138,1183,0.000000
670,1044,1183,0.111111
671,138,1523,0.562500
672,138,1733,0.187500
673,1523,1733,0.250000
674,139,992,0.266667
675,139,1658,0.733333
676,992,1658,0.000000
677,139,1521,0.250000
678,139,1823,0.000000
679,1521,1823,0.750000
680,141,1004,0.235294
681,141,1310,0.764706
682,1004,1310,0.000000
683,142,1193,0.785714
684,142,1787,0.071429
685,1193,1787,0.142857
686,145,249,0.846154
687,145,1675,0.076923
688,249,1675,0.076923
689,145,1104,0.526316
690,145,1659,0.157895
691,1104,1659,0.315789
692,146,1000,0.133333
693,146,1739,0.333333
694,1000,1739,0.533333
695,148,612,0.941176
696,148,1195,0.000000
697,612,1195,0.058824
698,148,646,0.058824
699,148,1188,0.000000
700,646,1188,0.941176
701,148,1470,0.062500
702,148,1751,0.875000
703,1470,1751,0.062500
704,149,1228,0.666667
705,149,1241,0.133333
706,1228,1241,0.200000
707,150,1025,0.266667
708,150,1354,0.200000
709,1025,1354,0.533333
710,151,629,0.076923
711,151,743,0.846154
712,629,743,0.076923
713,151,1147,0.000000
714,151,1794,0.529412
715,1147,1794,0.470588
716,153,245,0.000000
717,153,1075,0.230769
718,245,1075,0.769231
719,153,289,0.294118
720,153,1656,0.058824
721,289,1656,0.647059
722,153,476,0.055556
723,153,1015,0.722222
724,476,1015,0.222222
725,154,501,0.210526
726,154,1784,0.263158
727,501,1784,0.526316
728,155,475,0.470588
729,155,1325,0.529412
730,475,1325,0.000000
731,155,1126,0.000000
732,155,1461,0.789474
733,1126,1461,0.210526
734,156,670,0.055556
735,156,1802,0.944444
736,670,1802,0.000000
737,156,856,1.000000
738,156,1851,0.000000
739,856,1851,0.000000
740,157,963,0.941176
741,157,994,0.000000
742,963,994,0.058824
743,158,766,0.176471
744,158,1605,0.764706
745,766,1605,0.058824
746,159,512,0.866667
747,159,885,0.000000
748,512,885,0.133333
749,160,276,0.923077
750,160,666,0.076923
751,276,666,0.000000
752,160,1288,0.142857
753,160,1727,0.142857
754,1288,1727,0.714286
755,161,449,0.526316
756,161,1658,0.105263
757,449,1658,0.368421
758,161,732,0.944444
759,161,1682,0.000000
760,732,1682,0.055556
761,162,496,0.210526
762,162,799,0.631579
763,496,799,0.157895
764,162,525,0.066667
765,162,1442,0.866667
766,525,1442,0.066667
767,163,1502,0.800000
768,163,1699,0.066667
769,1502,1699,0.133333
770,165,264,1.000000
771,165,514,0.000000
772,264,514,0.000000
773,166,684,0.071429
774,166,1678,0.285714
775,684,1678,0.642857
776,168,330,0.111111
777,168,614,0.833333
778,330,614,0.055556
779,169,936,0.357143
780,169,1762,0.142857
781,936,1762,0.500000
782,169,1493,0.571429
783,169,1551,0.071429
784,1493,1551,0.357143
785,170,358,0.187500
786,170,1004,0.687500
787,358,1004,0.125000
788,170,973,0.937500
789,170,1038,0.000000
790,973,1038,0.062500
791,170,1164,0.111111
792,170,1343,0.611111
793,1164,1343,0.277778
794,172,651,0.357143
795,172,773,0.500000
796,651,773,0.142857
797,173,469,0.153846
798,173,967,0.076923
799,469,967,0.769231
800,173,836,0.000000
801,173,904,0.937500
802,836,904,0.062500
803,174,793,0.400000
804,174,1156,0.200000
805,793,1156,0.400000
806,174,932,0.923077
807,174,1758,0.000000
808,932,1758,0.076923
809,174,942,0.533333
810,174,1163,0.066667
811,942,1163,0.400000
812,175,296,0.272727
813,175,950,0.363636
814,296,950,0.363636
815,176,480,0.533333
816,176,596,0.133333
817,480,596,0.333333
818,176,503,0.714286
819,176,511,0.214286
820,503,511,0.071429
821,177,217,0.722222
822,177,1216,0.277778
823,217,1216,0.000000
824,177,251,0.857143
825,177,733,0.071429
826,251,733,0.071429
827,178,866,0.125000
828,178,1054,0.812500
829,866,1054,0.062500
830,179,1002,0.368421
831,179,1227,0.631579
832,1002,1227,0.000000
833,181,674,0.277778
834,181,1795,0.055556
835,674,1795,0.666667
836,181,754,0.750000
837,181,1396,0.062500
838,754,1396,0.187500
839,182,789,0.550000
840,182,1067,0.100000
841,789,1067,0.350000
842,182,842,0.916667
843,182,1795,0.000000
844,842,1795,0.083333
845,183,759,0.333333
846,183,1798,0.133333
847,759,1798,0.533333
848,185,1434,0.666667
849,185,1594,0.111111
850,1434,1594,0.222222
851,187,434,0.125000
852,187,1759,0.687500
853,434,1759,0.187500
854,187,435,0.684211
855,187,1433,0.263158
856,435,1433,0.052632
857,188,585,0.000000
858,188,1445,0.533333
859,585,1445,0.466667
860,188,611,0.000000
861,188,637,0.000000
862,611,637,1.000000
863,188,1281,0.400000
864,188,1826,0.200000
865,1281,1826,0.400000
866,189,350,0.058824
867,189,887,0.352941
868,350,887,0.588235
869,190,204,0.684211
870,190,1112,0.157895
871,204,1112,0.157895
872,191,207,0.066667
873,191,1060,0.400000
874,207,1060,0.533333
875,191,328,0.666667
876,191,1284,0.200000
877,328,1284,0.133333
878,191,658,0.000000
879,191,1819,1.000000
880,658,1819,0.000000
881,192,491,0.000000
882,192,1824,0.000000
883,491,1824,1.000000
884,192,559,0.285714
885,192,1542,0.285714
886,559,1542,0.428571
887,192,797,0.470588
888,192,836,0.411765
889,797,836,0.117647
890,192,1230,0.235294
891,192,1531,0.235294
892,1230,1531,0.529412
893,193,540,0.214286
894,193,1677,0.571429
895,540,1677,0.214286
896,194,787,0.555556
897,194,1017,0.277778
898,787,1017,0.166667
899,196,341,0.142857
900,196,1717,0.142857
901,341,1717,0.714286
902,196,343,0.066667
903,196,1419,0.666667
904,343,1419,0.266667
905,196,824,0.437500
906,196,1356,0.187500
907,824,1356,0.375000
908,197,887,0.750000
909,197,1690,0.187500
910,887,1690,0.062500
911,198,409,0.666667
912,198,836,0.277778
913,409,836,0.055556
914,199,437,0.444444
915,199,915,0.000000
916,437,915,0.555556
917,199,733,0.066667
918,199,1623,0.800000
919,733,1623,0.133333
920,200,337,0.277778
921,200,1370,0.666667
922,337,1370,0.055556
923,200,497,0.294118
924,200,984,0.235294
925,497,984,0.470588
926,201,323,0.944444
927,201,1542,0.000000
928,323,1542,0.055556
929,202,456,0.714286
930,202,1805,0.142857
931,456,1805,0.142857
932,203,396,0.473684
933,203,1320,0.368421
934,396,1320,0.157895
935,203,1316,0.666667
936,203,1354,0.222222
937,1316,1354,0.111111
938,204,260,0.000000
939,204,867,0.923077
940,260,867,0.076923
941,204,360,0.055556
942,204,1671,0.277778
943,360,1671,0.666667
944,205,331,0.090909
945,205,1376,0.636364
946,331,1376,0.272727
947,205,619,0.058824
948,205,934,0.941176
949,619,934,0.000000
950,206,1830,0.214286
951,206,1848,0.714286
952,1830,1848,0.071429
953,208,404,0.500000
954,208,1530,0.214286
955,404,1530,0.285714
956,209,403,0.733333
957,209,646,0.066667
958,403,646,0.200000
959,209,569,0.157895
960,209,1817,0.842105
961,569,1817,0.000000
962,209,1111,0.235294
963,209,1206,0.647059
964,1111,1206,0.117647
965,210,237,0.400000
966,210,675,0.150000
967,237,675,0.450000
968,211,1279,0.272727
969,211,1622,0.181818
970,1279,1622,0.545455
971,212,341,0.187500
972,212,1128,0.562500
973,341,1128,0.250000
974,212,348,0.583333
975,212,358,0.333333
976,348,358,0.083333
977,212,886,0.176471
978,212,1609,0.058824
979,886,1609,0.764706
980,213,451,0.117647
981,213,1245,0.764706
982,451,1245,0.117647
983,214,281,0.437500
984,214,448,0.250000
985,281,448,0.312500
986,214,1251,0.000000
987,214,1376,0.800000
988,1251,1376,0.200000
989,215,1207,0.823529
990,215,1348,0.058824
991,1207,1348,0.117647
992,215,1371,0.533333
993,215,1589,0.000000
994,1371,1589,0.466667
995,216,1540,0.076923
996,216,1651,0.461538
997,1540,1651,0.461538
998,218,959,0.461538
999,218,1547,0.307692
1000,959,1547,0.230769
1001,221,274,0.176471
1002,221,301,0.764706
1003,274,301,0.058824
1004,221,646,0.200000
1005,221,1199,0.466667
1006,646,1199,0.333333
1007,221,896,0.846154
1008,221,1218,0.153846
1009,896,1218,0.000000
1010,222,290,0.400000
1011,222,1632,0.466667
1012,290,1632,0.133333
1013,225,520,0.250000
1014,225,1580,0.166667
1015,520,1580,0.583333
1016,226,394,0.153846
1017,226,663,0.307692
1018,394,663,0.538462
1019,226,870,0.400000
1020,226,1464,0.066667
1021,870,1464,0.533333
1022,227,1536,0.066667
1023,227,1632,0.000000
1024,1536,1632,0.933333
1025,228,809,0.000000
1026,228,1314,0.062500
1027,809,1314,0.937500
1028,228,1196,0.722222
1029,228,1502,0.000000
1030,1196,1502,0.277778
1031,229,785,0.500000
1032,229,1527,0.428571
1033,785,1527,0.071429
1034,230,518,0.875000
1035,230,1014,0.000000
1036,518,1014,0.125000
1037,231,408,0.105263
1038,231,539,0.473684
1039,408,539,0.421053
1040,232,376,0.933333
1041,232,1784,0.000000
1042,376,1784,0.066667
1043,233,337,0.421053
1044,233,1619,0.526316
1045,337,1619,0.052632
1046,233,656,0.473684
1047,233,1309,0.473684
1048,656,1309,0.052632
1049,234,323,0.125000
1050,234,1757,0.500000
1051,323,1757,0.375000
1052,235,628,0.444444
1053,235,1492,0.111111
1054,628,1492,0.444444
1055,236,845,0.000000
1056,236,1677,0.947368
1057,845,1677,0.052632
1058,236,1529,0.615385
1059,236,1554,0.307692
1060,1529,1554,0.076923
1061,237,1573,0.555556
1062,237,1789,0.055556
1063,1573,1789,0.388889
1064,237,1768,0.411765
1065,237,1820,0.352941
1066,1768,1820,0.235294
1067,238,307,0.687500
1068,238,771,0.062500
1069,307,771,0.250000
1070,238,500,0.000000
1071,238,1274,0.933333
1072,500,1274,0.066667
1073,239,1751,0.062500
1074,239,1838,0.375000
1075,1751,1838,0.562500
1076,242,856,0.062500
1077,242,1035,0.062500
1078,856,1035,0.875000
1079,245,343,0.153846
1080,245,729,0.153846
1081,343,729,0.692308
1082,245,967,0.083333
1083,245,1161,0.166667
1084,967,1161,0.750000
1085,246,259,0.800000
1086,246,1382,0.000000
1087,259,1382,0.200000
1088,248,1203,0.058824
1089,248,1575,0.058824
1090,1203,1575,0.882353
1091,248,1233,0.333333
1092,248,1818,0.333333
1093,1233,1818,0.333333
1094,250,988,0.588235
1095,250,1088,0.176471
1096,988,1088,0.235294
1097,251,593,0.187500
1098,251,833,0.437500
1099,593,833,0.375000
1100,252,690,0.571429
1101,252,1586,0.000000
1102,690,1586,0.428571
1103,256,408,0.375000
1104,256,1515,0.125000
1105,408,1515,0.500000
1106,257,576,0.312500
1107,257,1436,0.062500
1108,576,1436,0.625000
1109,257,715,0.125000
1110,257,1322,0.312500
1111,715,1322,0.562500
1112,258,956,0.933333
1113,258,1761,0.066667
1114,956,1761,0.000000
1115,258,1390,0.105263
1116,258,1728,0.421053
1117,1390,1728,0.473684
1118,259,642,0.562500
1119,259,792,0.250000
1120,642,792,0.187500
1121,259,836,0.066667
1122,259,1840,0.266667
1123,836,1840,0.666667
1124,264,281,0.066667
1125,264,559,0.733333
1126,281,559,0.200000
1127,264,355,0.625000
1128,264,1783,0.125000
1129,355,1783,0.250000
1130,264,404,0.833333
1131,264,419,0.055556
1132,404,419,0.111111
1133,267,280,0.562500
1134,267,1413,0.000000
1135,280,1413,0.437500
1136,267,529,0.562500
1137,267,1760,0.125000
1138,529,1760,0.312500
1139,269,444,0.500000
1140,269,1708,0.000000
1141,444,1708,0.500000
1142,269,800,0.000000
1143,269,1492,0.933333
1144,800,1492,0.066667
1145,269,1063,0.125000
1146,269,1836,0.250000
1147,1063,1836,0.625000
1148,269,1461,0.823529
1149,269,1793,0.000000
1150,1461,1793,0.176471
1151,270,801,0.615385
1152,270,1752,0.307692
1153,801,1752,0.076923
1154,274,389,0.095238
1155,274,899,0.000000
1156,389,899,0.904762
1157,274,631,0.352941
1158,274,1340,0.000000
1159,631,1340,0.647059
1160,274,992,0.944444
1161,274,1783,0.055556
1162,992,1783,0.000000
1163,275,344,0.000000
1164,275,1811,0.600000
1165,344,1811,0.400000
1166,275,899,0.333333
1167,275,1486,0.583333
1168,899,1486,0.083333
1169,275,1146,0.266667
1170,275,1624,0.466667
1171,1146,1624,0.266667
1172,276,918,0.076923
1173,276,1762,0.692308
1174,918,1762,0.230769
1175,277,622,0.142857
1176,277,1534,0.214286
1177,622,1534,0.642857
1178,278,1005,0.000000
1179,278,1227,0.071429
1180,1005,1227,0.928571
1181,280,667,1.000000
1182,280,1797,0.000000
1183,667,1797,0.000000
