edge_id,node_a,node_b,similarity
65138,280,370,0.375000
65139,280,510,1.000000
65140,370,510,0.000000
65141,280,568,0.000000
65142,370,1154,0.000000
65143,370,2776,0.000000
65144,510,568,0.000000
65145,568,1154,0.000000
65146,568,2776,0.000000
65147,510,1154,1.000000
65148,510,1511,1.000000
65149,510,2776,1.000000
65150,1154,1511,0.571429
65151,1511,2776,0.666667
65152,170,1104,0.111111
65153,410,1104,0.266667
65154,170,2419,0.500000
65155,1104,2419,1.000000
65156,136,214,0.137931
65157,136,516,0.444444
65158,214,516,0.250000
65159,214,855,0.105263
65160,214,2313,0.176471
65161,516,855,0.302632
65162,516,2313,0.090909
65163,182,599,0.363636
65164,77,2261,0.285714
65165,1123,2261,0.000000
65166,112,892,0.312500
65167,112,1869,0.153846
65168,892,1869,0.000000
65169,931,1463,0.000000
65170,931,1869,0.071429
65171,1463,1869,1.000000
65172,1996,2264,0.666667
65173,2264,2519,0.333333
65174,21,1489,0.000000
65175,859,1489,1.000000
65176,21,2173,0.181818
65177,859,2173,0.550000
65178,860,1489,1.000000
65179,860,2173,0.272727
65180,1489,2173,1.000000
65181,1810,2727,0.200000
65182,947,1898,0.100000
65183,1408,2483,0.650000
65184,2300,2483,0.470588
65185,1224,1335,0.000000
65186,1224,1754,1.000000
65187,1224,2360,0.000000
65188,1335,2360,1.000000
65189,1754,2360,0.000000
65190,273,664,0.114286
65191,664,780,0.300000
65192,12,1600,0.230769
65193,12,2925,0.000000
65194,1600,2925,0.800000
65195,249,1191,0.048780
65196,628,1770,0.000000
65197,1099,1770,1.000000
65198,97,644,0.100000
65199,97,1264,0.069767
65200,180,644,0.230769
65201,225,644,0.777778
65202,225,1264,0.647059
65203,97,1563,0.600000
65204,225,1563,0.000000
65205,644,1563,0.000000
65206,1264,1563,0.000000
65207,139,1563,1.000000
65208,142,1563,1.000000
65209,180,1563,1.000000
65210,738,2008,0.000000
65211,738,2093,0.500000
65212,2008,2093,0.000000
65213,132,191,0.344828
65214,132,266,0.340000
65215,265,453,0.000000
65216,191,453,0.333333
65217,270,768,0.166667
65218,768,1688,0.000000
65219,270,964,1.000000
65220,964,1688,0.000000
65221,346,964,1.000000
65222,768,1579,1.000000
65223,964,1579,1.000000
65224,598,1157,0.000000
65225,306,1912,0.000000
65226,328,1912,0.000000
65227,719,771,0.428571
65228,719,1912,0.000000
65229,771,1912,1.000000
65230,949,1912,0.000000
65231,755,930,0.257143
65232,303,723,0.000000
65233,303,791,1.000000
65234,303,1405,1.000000
65235,110,1554,0.000000
65236,303,1554,1.000000
65237,723,791,0.000000
65238,723,1405,0.000000
65239,723,1554,0.000000
65240,791,1554,1.000000
65241,1405,1554,1.000000
65242,396,1280,1.000000
65243,623,1305,0.625000
65244,471,2371,1.000000
65245,1061,2371,0.000000
65246,361,376,0.205882
65247,361,1526,0.636364
65248,361,1862,0.363636
65249,361,2355,1.000000
65250,376,2355,0.000000
65251,361,2370,0.285714
65252,1862,2355,0.000000
65253,379,2355,0.800000
65254,748,1526,0.224138
65255,748,2355,1.000000
65256,1526,2355,1.000000
65257,1526,2370,0.178571
65258,2355,2370,1.000000
65259,421,1398,0.000000
65260,672,1398,0.000000
65261,673,1398,0.000000
65262,421,1470,1.000000
65263,1398,1470,0.000000
65264,421,2130,1.000000
65265,1398,2130,0.000000
65266,672,1470,1.000000
65267,672,2130,1.000000
65268,673,1470,0.076923
65269,673,2130,0.200000
65270,8,1059,0.375000
65271,139,190,0.375000
65272,139,429,0.285714
65273,139,1200,0.333333
65274,190,1200,0.000000
65275,139,2760,0.000000
65276,190,2760,0.625000
65277,429,2760,0.000000
65278,615,2760,0.500000
65279,667,2760,0.000000
65280,1200,2760,0.000000
65281,429,615,0.458333
65282,429,1200,0.285714
65283,615,1200,1.000000
65284,667,1200,1.000000
65285,403,537,0.406250
65286,403,664,0.750000
65287,85,1804,0.000000
65288,1099,1300,0.500000
65289,194,2557,0.000000
65290,195,2557,0.000000
65291,194,2533,0.333333
65292,2533,2557,0.000000
65293,195,2533,0.166667
65294,440,1687,0.095238
65295,37,151,1.000000
65296,37,2277,0.000000
65297,37,2282,1.000000
65298,1577,2033,0.000000
65299,1577,2355,1.000000
65300,1359,2335,0.407407
65301,81,380,0.000000
65302,82,380,0.000000
65303,241,380,0.000000
65304,245,380,0.000000
65305,292,380,0.000000
65306,380,589,0.000000
65307,380,651,0.000000
65308,380,652,0.000000
65309,380,930,0.000000
65310,82,589,0.562500
65311,245,292,0.312500
65312,245,589,0.529412
65313,292,930,0.500000
65314,589,930,0.578947
65315,367,844,0.000000
65316,394,844,0.000000
65317,271,989,0.416667
65318,271,2175,0.000000
65319,989,2175,0.000000
65320,1767,2175,0.000000
65321,271,1923,0.076923
65322,989,1767,1.000000
65323,989,1923,1.000000
65324,1767,1923,0.142857
65325,81,1201,0.000000
65326,650,1201,0.000000
65327,463,786,0.000000
65328,463,1565,1.000000
65329,3,516,0.363636
65330,133,765,0.266667
65331,3,1616,0.923077
65332,133,1616,0.000000
65333,3,2465,0.416667
65334,133,2465,0.000000
65335,3,2634,1.000000
65336,133,2634,0.000000
65337,516,765,0.562500
65338,516,1596,0.676471
65339,516,1616,0.000000
65340,516,2465,0.000000
65341,516,2634,0.000000
65342,747,765,0.538462
65343,747,1616,0.000000
65344,747,2465,0.000000
65345,747,2634,0.000000
65346,765,1596,0.297297
65347,765,1616,0.300000
65348,765,2465,0.222222
65349,765,2634,0.000000
65350,1596,1616,0.000000
65351,1596,2465,0.000000
65352,1596,2634,0.000000
65353,1616,2465,1.000000
65354,1616,2634,1.000000
65355,2465,2634,1.000000
65356,93,699,1.000000
65357,93,1804,0.833333
65358,699,1804,0.000000
65359,18,1398,0.000000
65360,108,271,1.000000
65361,110,271,0.459459
65362,108,2689,0.454545
65363,110,2689,0.592593
65364,112,271,0.300000
65365,112,2689,0.424242
65366,271,1710,0.363636
65367,1328,1710,0.250000
65368,1710,2689,0.318182
65369,216,271,0.325581
65370,271,1328,0.187500
65371,271,1922,1.000000
65372,271,2689,1.000000
65373,1328,2689,1.000000
65374,1922,2689,0.333333
65375,106,602,0.352941
65376,106,1815,0.500000
65377,602,1815,0.100000
65378,1675,2504,0.833333
65379,249,1708,0.150000
65380,249,1288,1.000000
65381,664,1894,0.000000
65382,1528,1894,1.000000
65383,217,403,0.727273
65384,217,1130,0.241379
65385,539,1130,0.326531
65386,217,1331,0.100000
65387,539,1331,0.000000
65388,217,1572,0.322581
65389,539,1572,0.379310
65390,539,2349,1.000000
65391,1572,2349,0.166667
65392,403,1572,0.583333
65393,1130,1331,0.625000
65394,1331,1572,0.611111
65395,455,489,0.090909
65396,455,667,0.384615
65397,265,1978,0.266667
65398,455,1978,1.000000
65399,489,667,1.000000
65400,489,1978,1.000000
65401,1106,1587,0.000000
65402,1107,1587,0.100000
65403,1106,1128,0.333333
65404,1128,1587,0.142857
65405,1106,1235,1.000000
65406,1587,2444,0.173913
65407,1107,1128,1.000000
65408,1107,1235,1.000000
65409,1107,2444,1.000000
65410,1128,1235,0.800000
65411,1128,2444,1.000000
65412,1235,2444,1.000000
65413,26,528,0.000000
65414,28,528,0.000000
65415,528,1067,1.000000
65416,26,1234,0.600000
65417,528,1957,1.000000
65418,528,1990,0.400000
65419,26,2621,0.391304
65420,528,2621,0.000000
65421,1067,1234,0.000000
65422,1067,2621,0.400000
65423,1234,1957,0.400000
65424,28,2621,0.153846
65425,1234,1990,0.142857
65426,1234,2621,1.000000
65427,109,959,0.500000
65428,112,959,0.153846
65429,959,1262,1.000000
65430,959,1710,1.000000
65431,959,1821,0.200000
65432,959,1922,0.000000
65433,192,275,0.450000
65434,225,275,0.500000
65435,225,277,0.500000
65436,275,502,0.000000
65437,277,502,0.000000
65438,277,1759,0.444444
65439,88,195,0.000000
65440,138,195,0.000000
65441,151,195,0.130435
65442,195,1919,0.000000
65443,195,2224,0.307692
65444,1004,1919,0.000000
65445,1919,2224,0.000000
65446,138,1919,0.454545
65447,71,1046,0.000000
65448,359,1046,0.250000
65449,23,373,0.433735
65450,20,758,0.260870
65451,23,758,0.000000
65452,373,527,0.300000
65453,373,535,1.000000
65454,373,758,1.000000
65455,373,1650,0.142857
65456,527,758,1.000000
65457,535,758,0.500000
65458,758,1650,0.000000
65459,6,363,0.437500
65460,6,1858,0.000000
65461,363,1858,0.000000
65462,194,233,1.000000
65463,195,233,0.541667
65464,194,1165,1.000000
65465,194,1848,0.000000
65466,195,1848,1.000000
65467,233,1848,0.000000
65468,1165,1848,0.000000
65469,110,1597,0.545455
65470,114,1597,1.000000
65471,1328,1597,1.000000
65472,140,1132,0.923077
65473,219,2758,0.000000
65474,740,2758,0.000000
65475,58,2758,0.733333
65476,396,2758,1.000000
65477,792,1306,0.173913
65478,480,1054,1.000000
65479,1054,1525,0.500000
65480,26,1744,0.000000
65481,28,1744,1.000000
65482,26,2504,0.000000
65483,28,2504,1.000000
65484,1744,2504,1.000000
65485,472,506,1.000000
65486,472,910,0.000000
65487,506,910,0.000000
65488,241,817,0.000000
65489,242,817,0.000000
65490,241,1186,0.200000
65491,242,1186,0.090909
65492,244,817,1.000000
65493,244,1186,1.000000
65494,817,1042,0.000000
65495,1042,1186,0.000000
65496,1033,1579,0.818182
65497,1038,1579,0.000000
65498,1033,2212,0.500000
65499,1579,2212,0.714286
65500,1038,2212,0.500000
65501,1573,1632,1.000000
65502,1573,1882,0.000000
65503,375,2371,0.000000
65504,2371,2694,1.000000
65505,969,1530,0.000000
65506,976,1530,0.000000
65507,969,1529,0.272727
65508,976,1529,0.517241
65509,140,564,0.000000
65510,140,758,0.166667
65511,564,758,0.583333
65512,140,1379,1.000000
65513,564,1379,0.000000
65514,758,1379,1.000000
65515,379,387,0.000000
65516,387,1933,0.000000
65517,379,2916,0.000000
65518,387,2916,1.000000
65519,1933,2916,0.000000
65520,1513,2267,0.000000
65521,2267,2300,1.000000
65522,1513,2824,1.000000
65523,2267,2824,0.333333
65524,2300,2824,0.000000
65525,6,22,0.400000
65526,22,363,0.705882
65527,6,1211,0.166667
65528,6,2142,0.000000
65529,179,439,0.000000
65530,179,451,0.000000
65531,439,451,0.727273
65532,179,1190,0.000000
65533,179,1197,0.080000
65534,179,1727,0.055556
65535,179,2592,0.000000
65536,451,884,0.647059
65537,451,1190,0.181818
65538,451,1197,1.000000
65539,451,1727,0.375000
65540,451,2592,0.285714
65541,884,1197,0.470588
65542,884,2592,0.333333
65543,1187,1190,0.178571
65544,1187,1197,0.000000
65545,1187,1727,0.311111
65546,1187,2592,0.000000
65547,1190,2592,0.666667
65548,1197,2592,1.000000
65549,228,853,1.000000
65550,458,853,0.000000
65551,853,1167,1.000000
65552,1216,2045,0.368421
65553,151,536,1.000000
65554,364,536,0.000000
65555,269,271,0.000000
65556,271,344,0.666667
65557,269,474,0.200000
65558,271,474,0.478261
65559,269,691,0.090909
65560,271,691,1.000000
65561,269,693,0.376344
65562,271,693,0.354167
65563,269,1035,1.000000
65564,271,1035,0.000000
65565,269,1043,0.625000
65566,344,691,0.285714
65567,344,1035,0.250000
65568,474,1035,0.000000
65569,474,1043,0.086957
65570,691,1035,0.000000
65571,691,1043,0.571429
65572,693,1035,0.000000
65573,693,1043,0.222222
65574,1035,1043,1.000000
65575,284,421,0.000000
65576,284,516,0.000000
65577,421,516,0.333333
65578,284,624,0.000000
65579,421,624,1.000000
65580,421,856,1.000000
65581,284,1271,0.000000
65582,421,1271,1.000000
65583,284,2313,1.000000
65584,421,2313,0.000000
65585,284,2501,0.000000
65586,421,2501,1.000000
65587,284,2689,1.000000
65588,421,2689,0.000000
65589,284,2741,0.000000
65590,421,2741,1.000000
65591,516,624,0.333333
65592,516,1271,1.000000
65593,516,2501,1.000000
65594,516,2689,0.185714
65595,516,2741,1.000000
65596,624,856,0.333333
65597,624,1271,1.000000
65598,624,2313,0.000000
65599,624,2501,1.000000
65600,624,2741,1.000000
65601,856,1271,1.000000
65602,856,2313,0.333333
65603,856,2501,1.000000
65604,856,2689,0.298246
65605,856,2741,0.375000
65606,1271,2313,0.000000
65607,1271,2501,0.333333
65608,1271,2689,0.000000
65609,1271,2741,1.000000
65610,2313,2501,0.000000
65611,2313,2741,0.272727
65612,2501,2689,0.000000
65613,2501,2741,1.000000
65614,2689,2741,0.000000
65615,2313,2689,1.000000
65616,36,109,0.222222
65617,36,992,0.000000
65618,36,2150,1.000000
65619,109,2617,0.000000
65620,992,1922,0.545455
65621,992,2150,0.111111
65622,2150,2617,1.000000
65623,1394,2645,1.000000
65624,2645,2775,0.000000
65625,1394,2926,0.285714
65626,2775,2926,0.000000
65627,2645,2926,1.000000
65628,519,1244,0.285714
65629,519,1896,0.800000
65630,1244,1896,0.000000
65631,1244,2305,0.200000
65632,519,2857,0.000000
65633,1244,2857,1.000000
65634,1896,2857,0.000000
65635,2305,2857,0.000000
65636,1896,2305,1.000000
65637,628,839,0.000000
65638,248,1862,0.125000
65639,628,1862,0.000000
65640,248,1876,0.333333
65641,628,1876,0.428571
65642,248,2752,1.000000
65643,628,2752,0.000000
65644,839,1876,0.291667
65645,839,2752,0.266667
65646,1862,1876,1.000000
65647,1862,2752,1.000000
65648,133,1544,0.111111
65649,5,424,0.000000
65650,5,577,0.583333
65651,5,1438,0.250000
65652,1533,1778,0.312500
65653,54,393,0.000000
65654,132,393,1.000000
65655,54,454,0.375000
65656,54,524,0.280000
65657,132,1161,0.000000
65658,393,454,1.000000
65659,393,524,0.000000
65660,393,1161,0.266667
65661,393,1972,0.000000
65662,454,1161,0.000000
65663,524,1161,1.000000
65664,107,1143,0.392857
65665,107,1422,0.000000
65666,287,1422,0.555556
65667,1143,1422,0.368421
65668,143,936,0.111111
65669,145,936,0.200000
65670,143,939,0.000000
65671,145,939,0.000000
65672,143,1824,0.000000
65673,145,1824,0.000000
65674,146,936,0.000000
65675,146,939,0.000000
65676,146,1824,0.000000
65677,147,936,1.000000
65678,147,939,1.000000
65679,143,1488,1.000000
65680,147,1488,0.000000
65681,147,1824,1.000000
65682,524,936,0.555556
65683,524,939,1.000000
65684,524,1488,0.000000
65685,524,1824,1.000000
65686,665,936,0.000000
65687,665,939,0.000000
65688,665,1824,0.000000
65689,145,1488,1.000000
65690,146,1488,1.000000
65691,665,1488,1.000000
65692,270,304,1.000000
65693,270,578,0.000000
65694,304,578,0.000000
65695,270,416,1.000000
65696,270,664,0.230769
65697,578,664,0.523810
65698,270,673,0.250000
65699,578,673,0.375000
65700,270,1147,0.400000
65701,270,2005,1.000000
65702,304,416,1.000000
65703,304,664,0.666667
65704,304,673,1.000000
65705,304,1147,1.000000
65706,304,2005,1.000000
65707,416,664,0.264706
65708,416,673,0.230769
65709,664,673,1.000000
65710,664,2005,0.692308
65711,673,1147,1.000000
65712,673,2005,0.200000
65713,73,149,0.000000
65714,131,149,0.000000
65715,73,2164,0.600000
65716,149,2164,0.000000
65717,131,2164,1.000000
65718,1317,1362,0.487179
65719,248,1227,0.000000
65720,32,1962,1.000000
65721,628,1227,0.000000
65722,808,1227,0.000000
65723,890,1227,0.000000
65724,1227,1559,0.000000
65725,1227,1962,1.000000
65726,25,111,0.000000
65727,25,216,0.266667
65728,25,217,0.000000
65729,111,1061,0.000000
65730,111,2148,0.000000
65731,216,2148,0.093750
65732,217,2148,0.000000
65733,257,858,1.000000
65734,257,1852,0.538462
65735,287,858,1.000000
65736,288,858,0.000000
65737,429,858,0.047619
65738,504,858,1.000000
65739,858,1852,0.100000
65740,348,619,0.428571
65741,348,2021,0.000000
65742,426,2038,0.250000
65743,497,2021,0.333333
65744,619,2021,0.500000
65745,348,2230,0.375000
65746,619,2230,0.000000
65747,1050,2021,0.333333
65748,2021,2038,0.416667
65749,2021,2230,0.741935
65750,426,1050,0.342857
65751,497,2230,1.000000
65752,1050,2230,1.000000
65753,322,1214,0.000000
65754,374,1214,0.444444
65755,374,1867,0.000000
65756,916,1214,0.263158
65757,916,1867,0.000000
65758,1214,1570,0.000000
65759,1214,1573,0.000000
65760,1570,1867,0.000000
65761,1573,1867,0.000000
65762,46,1134,0.857143
65763,46,2624,1.000000
65764,1134,2624,0.000000
65765,303,2724,0.200000
65766,304,2724,0.700000
65767,478,792,0.285714
65768,478,2724,0.000000
65769,668,2724,0.166667
65770,792,2724,0.571429
65771,793,2724,0.000000
65772,478,668,0.461538
65773,478,793,0.363636
65774,474,2271,0.281250
65775,525,2271,0.333333
65776,692,2271,0.416667
65777,921,1681,0.000000
65778,1426,1681,1.000000
65779,164,216,0.250000
65780,216,1576,1.000000
65781,83,1617,1.000000
65782,84,1617,0.315789
65783,84,1812,0.000000
65784,83,2509,0.578947
65785,84,2509,0.250000
65786,83,2547,0.000000
65787,84,2547,1.000000
65788,83,2631,0.000000
65789,84,2631,1.000000
65790,466,2509,0.000000
65791,466,2547,1.000000
65792,466,2631,1.000000
65793,1290,1812,0.533333
65794,1290,2509,0.166667
65795,1290,2547,1.000000
65796,1290,2631,1.000000
65797,1617,2547,0.000000
65798,1617,2631,0.000000
65799,1812,2547,0.000000
65800,1812,2631,0.000000
65801,2509,2547,0.000000
65802,2509,2631,0.000000
65803,1617,2509,0.454545
65804,1812,2509,1.000000
65805,304,1419,0.312500
65806,1103,1119,0.250000
65807,1103,1203,1.000000
65808,1119,1203,0.000000
65809,1103,1516,0.611111
65810,1203,1516,1.000000
65811,177,2120,1.000000
65812,465,2120,0.000000
65813,1046,2120,0.200000
65814,466,1929,0.588235
65815,679,1929,1.000000
65816,679,2120,0.578947
65817,979,2120,1.000000
65818,1230,2120,0.200000
65819,1929,2120,0.250000
65820,171,334,1.000000
65821,171,861,0.000000
65822,334,861,0.000000
65823,326,768,1.000000
65824,446,768,0.000000
65825,726,800,1.000000
65826,727,800,0.000000
65827,727,2450,0.666667
65828,800,2450,0.000000
65829,136,429,1.000000
65830,136,520,0.000000
65831,136,735,0.083333
65832,91,2743,1.000000
65833,136,2743,0.000000
65834,429,520,0.115385
65835,429,2743,0.000000
65836,520,2743,1.000000
65837,735,2743,1.000000
65838,838,2187,0.666667
65839,866,998,0.666667
65840,998,1038,0.407407
65841,866,1075,0.000000
65842,998,1075,0.000000
65843,866,1777,0.136364
65844,866,2340,0.000000
65845,998,2340,0.200000
65846,866,2764,0.000000
65847,998,2764,0.000000
65848,866,2212,1.000000
65849,1038,2340,1.000000
65850,1038,2764,1.000000
65851,1075,1507,1.000000
65852,1075,1684,0.230769
65853,1075,1777,0.600000
65854,1075,2212,0.000000
65855,1075,2340,1.000000
65856,1075,2764,1.000000
65857,1507,1777,0.394737
65858,1507,2212,0.111111
65859,1507,2340,1.000000
65860,1507,2764,1.000000
65861,1684,2212,0.266667
65862,1684,2340,1.000000
65863,1684,2764,1.000000
65864,1777,2340,1.000000
65865,1777,2764,1.000000
65866,2212,2340,0.000000
65867,2212,2764,0.000000
65868,2340,2764,1.000000
65869,916,1528,0.666667
65870,1528,1809,0.000000
65871,198,1467,0.442623
65872,200,1467,0.400000
65873,198,2711,0.142857
65874,200,2711,0.200000
65875,2143,2711,0.370370
65876,125,1149,0.000000
65877,125,1764,0.000000
65878,1149,1764,0.333333
65879,125,1765,0.000000
65880,1149,1765,1.000000
65881,1764,2431,0.142857
65882,1765,2431,0.526316
65883,741,1044,0.750000
65884,741,1130,0.636364
65885,1130,1584,0.193548
65886,190,872,0.318182
65887,190,1465,0.000000
65888,872,1465,1.000000
65889,190,2359,1.000000
65890,872,2359,0.137931
65891,1465,2359,0.000000
65892,690,1033,0.187500
65893,690,1342,0.125000
65894,690,1038,1.000000
65895,232,615,0.111111
65896,615,1532,1.000000
65897,495,951,0.235294
65898,604,1147,0.000000
65899,604,1413,0.111111
65900,604,1432,0.428571
65901,1147,1432,1.000000
65902,1148,1432,1.000000
65903,1413,1432,1.000000
65904,544,1097,0.133333
65905,944,1452,0.478261
65906,544,1754,0.230769
65907,944,2267,0.000000
65908,1097,1452,1.000000
65909,1097,2267,0.533333
65910,1452,1754,1.000000
65911,1452,2267,1.000000
65912,1754,2267,0.600000
65913,543,998,0.000000
65914,543,1983,0.000000
65915,998,1983,1.000000
65916,543,2255,0.368421
65917,1983,2255,0.333333
65918,1166,1295,0.163265
65919,625,854,0.000000
65920,625,1353,0.125000
65921,854,890,0.000000
65922,97,304,0.000000
65923,98,304,0.000000
65924,304,391,0.571429
65925,304,675,0.000000
65926,306,716,1.000000
65927,375,716,0.000000
65928,306,1023,0.142857
65929,375,1023,0.000000
65930,716,1023,1.000000
65931,716,1142,1.000000
65932,1023,1142,1.000000
65933,393,416,0.000000
65934,416,2212,1.000000
65935,190,409,0.000000
65936,190,1139,1.000000
65937,190,1141,0.000000
65938,440,2742,0.250000
65939,812,2742,0.750000
65940,831,2742,0.428571
65941,832,2742,0.571429
65942,478,649,0.222222
65943,97,559,0.333333
65944,98,254,0.153846
65945,98,559,0.357143
65946,254,559,1.000000
65947,20,696,0.375000
65948,254,696,0.000000
65949,254,1241,0.357143
65950,254,1897,0.000000
65951,559,696,0.000000
65952,559,1241,0.411765
65953,559,1897,0.000000
65954,696,1241,0.000000
65955,232,1753,0.250000
65956,1266,1753,0.000000
65957,232,1924,1.000000
65958,1266,1924,0.000000
65959,1753,1924,0.111111
65960,114,584,0.000000
65961,114,976,1.000000
65962,584,976,0.000000
65963,114,1577,0.000000
65964,584,1577,1.000000
65965,114,2249,0.043478
65966,584,2249,1.000000
65967,114,2676,0.363636
65968,584,2676,0.000000
65969,114,2891,0.000000
65970,584,2891,1.000000
65971,976,1577,0.000000
65972,976,2249,0.000000
65973,976,2891,0.000000
65974,1577,2249,1.000000
65975,1577,2676,0.000000
65976,1577,2891,1.000000
65977,2249,2676,0.000000
65978,2249,2891,1.000000
65979,2676,2891,0.000000
65980,976,2676,1.000000
65981,34,1202,0.229508
65982,475,1044,0.379310
65983,323,2491,1.000000
65984,1573,2491,0.647059
65985,306,2927,1.000000
65986,326,2927,0.500000
65987,87,216,0.368421
65988,216,1003,0.555556
65989,87,217,1.000000
65990,217,1003,0.250000
65991,87,2001,0.111111
65992,1003,2001,0.097561
65993,90,216,1.000000
65994,90,217,1.000000
65995,90,2001,1.000000
65996,216,2001,1.000000
65997,217,2001,1.000000
65998,83,1750,0.000000
65999,84,1750,0.294118
66000,930,1750,1.000000
66001,1290,1750,1.000000
66002,964,1019,0.000000
66003,964,1908,0.000000
66004,1019,1908,1.000000
66005,274,578,0.000000
66006,275,673,0.000000
66007,275,1057,0.000000
66008,277,578,0.000000
66009,277,673,0.000000
66010,578,1057,1.000000
66011,274,2271,1.000000
66012,578,2271,0.000000
66013,673,2271,0.000000
66014,1057,2271,0.000000
66015,275,2271,1.000000
66016,277,2271,1.000000
66017,959,1043,0.000000
66018,959,1605,0.250000
66019,3,344,0.750000
66020,3,345,0.142857
66021,344,2493,0.222222
66022,345,453,0.000000
66023,345,2493,0.333333
66024,453,2493,0.000000
66025,692,2493,0.333333
66026,704,1012,0.500000
66027,535,745,1.000000
66028,535,1342,0.000000
66029,745,1342,0.000000
66030,745,1004,1.000000
66031,320,395,0.400000
66032,395,934,0.437500
66033,395,1380,0.571429
66034,320,1559,0.454545
66035,320,1585,0.000000
66036,395,1792,0.000000
66037,320,2419,0.000000
66038,934,1585,0.333333
66039,934,2419,0.000000
66040,1380,1585,0.454545
66041,1380,2419,0.631579
66042,1559,2419,0.133333
66043,1585,1792,0.500000
66044,1585,2419,0.416667
66045,934,1380,0.272727
66046,934,1559,0.434783
66047,934,1792,0.500000
66048,1380,1792,0.088235
66049,1559,1792,1.000000
66050,54,363,0.285714
66051,363,858,0.111111
66052,224,497,1.000000
66053,224,619,0.588235
66054,224,1267,0.615385
66055,225,1267,0.260870
66056,497,1605,0.000000
66057,619,1605,0.000000
66058,1267,1605,0.000000
66059,497,1267,1.000000
66060,247,1394,0.000000
66061,247,1049,1.000000
66062,1049,1394,0.190476
66063,272,1049,1.000000
66064,55,1691,0.000000
66065,57,1691,0.500000
66066,55,1692,1.000000
66067,57,1692,0.000000
66068,1200,1691,0.000000
66069,1200,1692,1.000000
66070,127,574,1.000000
66071,129,574,0.000000
66072,127,2033,1.000000
66073,129,2033,0.000000
66074,574,963,0.000000
66075,963,2033,0.000000
66076,574,2033,1.000000
66077,480,1656,0.000000
66078,480,2689,0.000000
66079,1656,2005,0.000000
66080,1656,2689,1.000000
66081,2005,2689,0.222222
66082,516,2005,1.000000
66083,150,320,0.333333
66084,150,321,0.000000
66085,150,440,0.000000
66086,150,885,0.000000
66087,150,911,1.000000
66088,321,911,0.263158
66089,150,1233,1.000000
66090,321,1233,0.111111
66091,150,1609,1.000000
66092,321,1609,0.000000
66093,150,2234,1.000000
66094,321,2234,0.200000
66095,150,2235,1.000000
66096,321,2235,0.000000
66097,440,911,0.000000
66098,440,1233,0.000000
66099,440,1609,0.111111
66100,440,2234,0.200000
66101,440,2235,0.000000
66102,885,911,0.153846
66103,885,1233,0.000000
66104,885,2234,0.320000
66105,885,2235,0.000000
66106,320,1233,0.600000
66107,320,1609,0.625000
66108,320,2234,0.181818
66109,911,1233,1.000000
66110,911,1609,0.310345
66111,911,2234,0.538462
66112,1233,1609,1.000000
66113,1233,2234,1.000000
66114,1233,2235,1.000000
66115,1609,2234,0.315789
66116,1609,2235,1.000000
66117,221,2147,0.410256
66118,1702,2147,0.796296
66119,370,1008,0.000000
66120,370,1010,1.000000
66121,182,1456,0.500000
66122,370,1456,0.000000
66123,568,1010,0.000000
66124,1008,1260,0.000000
66125,1010,1260,0.520000
66126,1010,1456,0.000000
66127,1260,1456,0.000000
66128,568,1456,1.000000
66129,1008,1456,1.000000
66130,1008,1614,0.333333
66131,1456,1614,1.000000
66132,121,1003,0.468750
66133,121,2001,0.166667
66134,538,2001,0.200000
66135,5,1067,0.000000
66136,1067,1840,0.000000
66137,5,1990,0.000000
66138,1840,1990,0.000000
66139,241,932,0.363636
66140,241,1319,0.191489
66141,652,1319,0.714286
66142,776,1319,1.000000
66143,932,1319,1.000000
66144,143,332,1.000000
66145,188,332,0.300000
66146,143,943,0.000000
66147,188,943,0.800000
66148,143,1654,0.500000
66149,188,1654,1.000000
66150,332,1654,0.400000
66151,943,1654,0.545455
66152,33,539,0.530612
66153,453,539,0.000000
66154,453,2101,0.125000
66155,220,265,0.214286
66156,220,426,0.150000
66157,257,426,0.475000
66158,257,454,0.129032
66159,286,454,0.555556
66160,55,1658,0.000000
66161,60,1658,0.400000
66162,55,2110,1.000000
66163,60,2110,0.000000
66164,1658,2110,0.000000
66165,1022,1301,1.000000
66166,1303,1815,1.000000
66167,1303,1921,0.818182
66168,622,1979,0.333333
66169,1303,1979,1.000000
66170,1815,1979,0.166667
66171,800,971,0.750000
66172,858,971,1.000000
66173,106,1050,0.235294
66174,106,1245,1.000000
66175,107,1245,0.000000
66176,106,1246,0.000000
66177,107,1246,1.000000
66178,106,2018,0.571429
66179,764,1246,0.000000
66180,1028,1050,0.296296
66181,1028,1245,0.000000
66182,1028,1246,1.000000
66183,1050,1246,0.000000
66184,1246,2018,0.000000
66185,764,1245,1.000000
66186,1050,1245,1.000000
66187,1245,2018,1.000000
66188,1023,1265,0.000000
66189,1023,1632,1.000000
66190,1265,1632,0.666667
66191,1023,1695,1.000000
66192,1632,1695,1.000000
66193,259,1006,1.000000
66194,531,1006,0.444444
66195,259,1457,0.285714
66196,531,1457,0.000000
66197,259,1624,0.117647
66198,531,1624,0.000000
66199,619,1457,0.000000
66200,619,1527,0.226667
66201,619,1624,0.000000
66202,1006,1457,0.250000
66203,1006,1527,0.500000
66204,1457,1527,0.400000
66205,1527,1624,0.272727
66206,984,1185,0.640000
66207,1136,1185,0.473684
66208,248,707,0.000000
66209,707,808,0.000000
66210,664,1086,0.700000
66211,664,2764,1.000000
66212,1086,2764,0.000000
